Epoch,Train Acc,Test Acc,Train Loss,Test Loss
0,0.1545,0.1909,2.196348368091913,1.9219469688951778
1,0.22076,0.2159,1.86407634019089,1.8451483516266551
2,0.26482,0.2709,1.7800153669301166,1.7072912686929915
3,0.29624,0.2879,1.7245467196499318,1.7785306563392616
4,0.32958,0.3352,1.6534000496336534,1.5572602931683817
5,0.35388,0.3603,1.5941937051365487,1.5816793346557374
6,0.37666,0.4291,1.5393004505892098,1.4791150542493827
7,0.4079,0.429,1.4804828314924576,1.5546034570700062
8,0.44772,0.4809,1.4245274042137448,1.4594369201233592
9,0.47012,0.474,1.3819495634016743,1.4439191763012553
10,0.49888,0.4664,1.326277840732384,1.4766966666276462
11,0.52036,0.5346,1.2766793989174197,1.3960489866832575
12,0.5288,0.5026,1.2605488939462224,1.5342304881769246
13,0.55448,0.526,1.203662836582174,1.3744257412398586
14,0.5614,0.5625,1.1781804027728218,1.429083757888014
15,0.6606,0.6621,0.9072989545719637,1.0790436616340005
16,0.69864,0.6628,0.8254653962277786,1.0850229039550208
17,0.72368,0.705,0.7701243774027529,0.9785914456311126
18,0.7471,0.7125,0.7219463069127755,0.9704766810511629
19,0.77362,0.7173,0.6557061354452727,0.976855958326937
20,0.79242,0.7314,0.6124185882198909,1.0319594792283762
21,0.81082,0.7341,0.5583588164335478,1.0206413539453818
22,0.82086,0.6993,0.5267894424388444,1.1454879367313446
23,0.83368,0.734,0.4937425667916973,1.036197760710701
24,0.84648,0.7461,0.45819341766952476,1.0625649704910314
25,0.85768,0.7614,0.4301783482777104,1.1144814578869853
26,0.86662,0.7509,0.40389057153493874,1.1089538855198473
27,0.8733,0.749,0.3912842038015448,1.074663757040097
28,0.88228,0.7472,0.36125983814074303,1.2140086273225352
29,0.88482,0.7468,0.3549634677072557,1.1541390745594098
30,0.89412,0.7613,0.33194730111939436,1.2058222211492708
31,0.89832,0.7582,0.3132185469204542,1.1344512909555589
32,0.9016,0.7661,0.30180701474472643,1.2162226442330943
33,0.91028,0.7524,0.28343849517857883,1.1602880873809607
34,0.9141,0.7593,0.2661110719526455,1.2977695771680473
35,0.91794,0.7624,0.2543379999006016,1.3230246526126663
36,0.9199,0.7555,0.25022463025483505,1.268959584898842
37,0.92142,0.7579,0.24918273874747396,1.3317935343938894
38,0.92864,0.7651,0.22626068656972145,1.405254252040729
39,0.93144,0.7554,0.2205282742990585,1.3505400340206706
40,0.93366,0.7577,0.21494199906822034,1.4811104747434012
41,0.93528,0.7484,0.20989523739127952,1.4188412368868868
42,0.9385,0.7625,0.20083517458358982,1.3718060253146358
43,0.93864,0.7682,0.1964527241377993,1.3990610758193767
44,0.94168,0.7653,0.19123146959633514,1.4166526279796046
45,0.94432,0.7592,0.18972338171990413,1.4361254417429716
46,0.94668,0.7571,0.17059885954421183,1.421983624894779
47,0.94952,0.76,0.16801980706092665,1.450857768805263
48,0.94874,0.7681,0.1702515386070005,1.402672563450405
49,0.9529,0.7707,0.15571670155252448,1.4773855216015641
50,0.95408,0.753,0.15141232570565363,1.6893917146963053
51,0.95492,0.7674,0.15019204341749864,1.4481348263712737
52,0.95398,0.7553,0.15314303685703046,1.610826419612851
53,0.95858,0.7692,0.13652827595560188,1.5457047172271596
54,0.9601,0.7687,0.1321240853135708,1.6104534781112458
55,0.95528,0.7718,0.15056853141529594,1.6185141064631292
56,0.96086,0.7678,0.1326116462841735,1.7384418261984287
57,0.96272,0.7709,0.12608778104871293,1.635768591262662
58,0.96312,0.7726,0.1240043551744494,1.5461643340583808
59,0.9609,0.7689,0.12889896659418865,1.7012847473089117
60,0.96826,0.7726,0.10783979051355547,1.8141013803525854
61,0.96288,0.7684,0.12403281863602457,1.7015537704689243
62,0.96582,0.7715,0.11515240649760046,1.5895659384398033
63,0.9658,0.7689,0.12125399238066492,1.7470588844519455
64,0.96828,0.7731,0.10477715612687671,1.7942877157141988
65,0.97014,0.7708,0.10282184690700621,1.6984461449776975
66,0.96868,0.7704,0.10224444795890293,1.6942043434173917
67,0.9662,0.7675,0.11857021125334405,1.7625099256063421
68,0.97136,0.7606,0.09492859380857177,1.7808101167337012
69,0.9697,0.7686,0.1043248820875045,1.6624059248180054
70,0.97028,0.7587,0.10536579703521853,1.7040704990061708
71,0.96916,0.7689,0.11034993563900253,1.7818289898074091
72,0.97338,0.7689,0.08927066425640334,1.7806113129035352
73,0.9717,0.7564,0.10168287131496809,1.9303765323120183
74,0.9726,0.7699,0.09156031675144591,1.8059915502707418
75,0.97492,0.7715,0.08954265221291396,1.7758672516376446
76,0.97308,0.7777,0.09538613665167907,1.8161815955235174
77,0.97334,0.7717,0.09241275630250183,1.6454893085903253
78,0.9735,0.7842,0.09058438276041415,1.7597161125356016
79,0.9753,0.7675,0.08649468889444475,1.8359628300697277
80,0.97606,0.7683,0.08088827287922455,1.9198529139494362
81,0.9762,0.7763,0.08713403807715253,1.8776713096010038
82,0.97596,0.769,0.08501009510395666,1.9490740225314143
83,0.97946,0.7776,0.07122612784879422,2.0551217074116197
84,0.97592,0.7723,0.08785255116558624,2.036535278867228
85,0.97588,0.7698,0.0901412771143596,1.698295909709062
86,0.97632,0.7801,0.08222529933880537,1.8024488703701824
87,0.9789,0.7823,0.0785199075569926,1.9240144391576894
88,0.98002,0.7726,0.06891638569766805,2.0163469479535334
89,0.97702,0.7782,0.0798158639708566,1.82756254943415
90,0.97966,0.7756,0.07168340054392798,2.0899640774955386
91,0.97714,0.7674,0.08253439597431535,1.865250591414805
92,0.97952,0.7691,0.07055614934660678,2.0883530602692226
93,0.97884,0.7734,0.0719769457415472,1.864611746261295
94,0.9797,0.7812,0.07445746155378843,1.8971522231214344
95,0.9799,0.7696,0.07492844528689628,1.8661099135066375
96,0.9815,0.775,0.0626305414735258,2.044301922424152
97,0.97914,0.7772,0.07447874938414605,1.9119530172584156
98,0.98136,0.7685,0.06869853447065989,1.9598200084588018
99,0.98202,0.7795,0.06757008084368618,1.926072867438435
100,0.98008,0.7721,0.07316151397110285,1.8688826031578234
101,0.98118,0.7755,0.06676367413513577,1.9818708945672734
102,0.98178,0.7741,0.06843184242880071,1.9847443391815922
103,0.98108,0.7748,0.0685163746849066,2.0534055126360813
104,0.98178,0.773,0.06610969906840866,1.9144897348583696
105,0.98314,0.7824,0.06205267854914086,1.9854712287267557
106,0.98212,0.7849,0.0629407571243916,1.9568756327937586
107,0.9819,0.7769,0.06626052208368739,1.9895188519463372
108,0.98228,0.7743,0.06702925355174541,2.0218519101413293
109,0.98042,0.7756,0.07846165055221975,2.13972193066971
110,0.98566,0.7846,0.049057075360617694,1.992563674053826
111,0.98316,0.7786,0.05888627246711928,1.9839115154724152
112,0.98186,0.7835,0.06834073435864933,1.9615350163306673
113,0.98378,0.7789,0.05825790484606867,2.0112337553843904
114,0.9835,0.7805,0.059976114827563945,1.9427108110520785
115,0.98464,0.7787,0.055646689481254466,1.9620731931905777
116,0.98224,0.7756,0.0664630528940579,1.988774894811094
117,0.98574,0.776,0.05116079611866422,1.975760327931791
118,0.98494,0.7859,0.05123288099293824,2.2191258944071137
119,0.98334,0.7805,0.06359477479666857,1.9137712041267192
120,0.98524,0.7752,0.05134316704740065,2.0869532456032385
121,0.98488,0.7821,0.05600665208160512,2.091926179469203
122,0.98238,0.7727,0.06302042674028653,1.868573469380601
123,0.98652,0.7745,0.05040685523452412,2.2236402645802347
124,0.98492,0.7773,0.05384094198085415,2.1499883662968777
125,0.9859,0.7825,0.04818507430104328,2.1240696247917015
126,0.98462,0.7708,0.05489972449103382,2.011450481062499
127,0.98538,0.7815,0.05474877285920632,1.989580028496992
128,0.98392,0.781,0.05855286718453134,2.0064229127317192
129,0.98756,0.7813,0.04424664316368507,2.0433143456808676
130,0.98532,0.7786,0.05174501903258444,2.0531017542742314
131,0.9845,0.7794,0.055552126417444184,2.303914801571697
132,0.98676,0.785,0.04849332417403148,2.1089240712003585
133,0.98416,0.7776,0.05939835796237852,2.1297928018691823
134,0.98794,0.7826,0.04365581602401262,2.0904218737309734
135,0.98498,0.7761,0.05569199470435052,2.2357175518719914
136,0.98528,0.7798,0.05592998355804029,2.2519313464173303
137,0.98822,0.7822,0.04275007467172171,2.1515215109236325
138,0.98498,0.7774,0.05680227475018126,1.8576056391667253
139,0.98704,0.7801,0.044549403088255196,2.1071657125954144
140,0.9879,0.7827,0.04691979902311495,2.0301739271646873
141,0.98556,0.7701,0.05603441074534492,2.086275458478699
142,0.98852,0.785,0.040409691488192734,2.052689351974585
143,0.98858,0.7733,0.04105384645824037,2.2124034704301305
144,0.98908,0.7817,0.04006940375315472,2.2723304491740066
145,0.9855,0.7817,0.05729165760679135,2.0232658882063035
146,0.98846,0.7676,0.043427196998494455,2.219871471103388
147,0.98726,0.7753,0.04635908678977679,2.204217389178352
148,0.98854,0.788,0.04030248243376608,2.243742705313876
149,0.98664,0.7861,0.052585810914217664,2.216879985774287
150,0.98844,0.7754,0.044602229196002666,2.3195934999055754
151,0.98832,0.7803,0.04285920884625412,2.274725409171071
152,0.98668,0.7824,0.05039504517812874,2.157031743671186
153,0.9879,0.7829,0.04392227777491442,2.188069770082879
154,0.98792,0.784,0.04430578098793574,2.2242453660185153
155,0.98764,0.7795,0.04657975796072953,2.102114826536026
156,0.98956,0.7694,0.03942295693671295,2.386576988374273
157,0.98656,0.7813,0.05319958421849614,2.100075867800667
158,0.991,0.7837,0.03418454434473148,2.1107648661532723
159,0.98872,0.7737,0.04314330219194622,2.1413522164661662
160,0.98926,0.7898,0.0393675816231151,2.228969199588885
161,0.98748,0.7754,0.049716271301819354,2.062301752523492
162,0.98778,0.7796,0.046942464071290206,2.004061123909661
163,0.98944,0.782,0.04022898589802658,2.2642852181253343
164,0.9876,0.7872,0.049267746781358604,2.0613607695689216
165,0.99052,0.7856,0.03691821638606453,2.2251690381441636
166,0.98868,0.7718,0.041045962492243425,2.3871791682685144
167,0.98844,0.785,0.04545510460010218,2.124711329278093
168,0.99002,0.7731,0.03768673078110829,2.3579951321926362
169,0.98902,0.7822,0.04006615300738489,2.018443519315019
170,0.98994,0.7854,0.03843483148371802,2.1554540886094395
171,0.98938,0.7887,0.03980354818025984,2.1994333702344866
172,0.98784,0.7848,0.0492513037180711,2.2244024752808835
173,0.99048,0.7883,0.03489832143476251,2.1576350681221905
174,0.9886,0.7802,0.04424858450853389,2.2077465194482775
175,0.98932,0.7856,0.04074328135233819,2.339151546501885
176,0.9903,0.7826,0.03544858024659762,2.4097075533752625
177,0.98836,0.7841,0.045026060186142684,2.074901463077091
178,0.98904,0.7864,0.04210500304255145,2.173670838149592
179,0.9916,0.79,0.03301072735604559,2.152608711212969
180,0.9904,0.7863,0.03974747094785275,2.1960545346801417
181,0.98966,0.7894,0.03847570277056916,2.106079257977085
182,0.99106,0.7852,0.03348703604220292,2.260713556097053
183,0.9905,0.7806,0.03902029296296416,2.3974491913621416
184,0.9899,0.7881,0.03976734885522858,2.2005418469540228
185,0.98988,0.7843,0.038862727719762194,2.2854638214880665
186,0.99084,0.7859,0.03374633774310601,2.3612775913061808
187,0.98962,0.7845,0.03869853415901839,2.212217856234255
188,0.9916,0.7792,0.03136295217680518,2.2996754716522396
189,0.98996,0.788,0.03667284214851042,2.3239584004821867
190,0.9906,0.781,0.036244252866117065,2.37315087934462
191,0.99092,0.778,0.032969079226288486,2.453928548497514
192,0.98972,0.779,0.037628764814584145,2.3745790813296748
193,0.99024,0.7884,0.039246940092655565,2.2785863873010244
194,0.99026,0.7832,0.0359781659868707,2.226580969227579
195,0.99108,0.7861,0.0349311547030463,2.1809328934921623
196,0.9908,0.7854,0.03483979118215093,2.2517213151096915
197,0.99158,0.7647,0.03474834264459098,2.3062726181155195
198,0.99002,0.7774,0.04013231129210349,2.1848375319887086
199,0.99216,0.7867,0.02935467904504515,2.3709152913964786
